New Zealand,India,New Zealand,5 wickets,Taupo,Jan 9,http://stats.espncricinfo.com/ci/engine/match/64598.html,ODI # 1378
New Zealand,South Africa,New Zealand,7 wickets,Auckland,Feb 20,http://stats.espncricinfo.com/ci/engine/match/64612.html,ODI # 1409
Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,Mar 16,http://stats.espncricinfo.com/ci/engine/match/64613.html,ODI # 1410
Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,Mar 19,http://stats.espncricinfo.com/ci/engine/match/66211.html,ODI # 1411
Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,Mar 19,http://stats.espncricinfo.com/ci/engine/match/66218.html,ODI # 1412
Bangladesh,Kenya,Kenya,8 wickets,Dhaka,Mar 20,http://stats.espncricinfo.com/ci/engine/match/66219.html,ODI # 1413
Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,Mar 21,http://stats.espncricinfo.com/ci/engine/match/66220.html,ODI # 1414
India,Sri Lanka,India,80 runs,Nagpur,Mar 22,http://stats.espncricinfo.com/ci/engine/match/66212.html,ODI # 1415
Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,Mar 23,http://stats.espncricinfo.com/ci/engine/match/66221.html,ODI # 1416
India,Pakistan,Pakistan,143 runs,Jaipur,Mar 24,http://stats.espncricinfo.com/ci/engine/match/66213.html,ODI # 1417
Bangladesh,Kenya,Kenya,73 runs,Dhaka,Mar 24,http://stats.espncricinfo.com/ci/engine/match/66222.html,ODI # 1418
New Zealand,South Africa,no result, ,Napier,Mar 25,http://stats.espncricinfo.com/ci/engine/match/64614.html,ODI # 1419
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,Mar 25,http://stats.espncricinfo.com/ci/engine/match/66223.html,ODI # 1420
New Zealand,South Africa,South Africa,2 wickets,Napier,Mar 26,http://stats.espncricinfo.com/ci/engine/match/64615.html,ODI # 1421
New Zealand,South Africa,South Africa,143 runs,Auckland,Mar 27,http://stats.espncricinfo.com/ci/engine/match/64616.html,ODI # 1422
Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,Mar 27,http://stats.espncricinfo.com/ci/engine/match/66214.html,ODI # 1423
Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,Mar 27,http://stats.espncricinfo.com/ci/engine/match/66224.html,ODI # 1424
New Zealand,South Africa,no result, ,Wellington,Mar 30,http://stats.espncricinfo.com/ci/engine/match/64617.html,ODI # 1425
India,Sri Lanka,India,51 runs,Pune,Mar 30,http://stats.espncricinfo.com/ci/engine/match/66215.html,ODI # 1426
India,Pakistan,Pakistan,7 wickets,Mohali,Apr 1,http://stats.espncricinfo.com/ci/engine/match/66216.html,ODI # 1427
India,Pakistan,Pakistan,123 runs,Bengaluru,Apr 4,http://stats.espncricinfo.com/ci/engine/match/66217.html,ODI # 1428
England,Pakistan,Pakistan,90 runs,Sharjah,Apr 7,http://stats.espncricinfo.com/ci/engine/match/65775.html,ODI # 1429
India,Pakistan,Pakistan,116 runs,Sharjah,Apr 8,http://stats.espncricinfo.com/ci/engine/match/65776.html,ODI # 1430
England,India,India,20 runs,Sharjah,Apr 9,http://stats.espncricinfo.com/ci/engine/match/65777.html,ODI # 1431
England,India,India,9 runs,Sharjah,Apr 11,http://stats.espncricinfo.com/ci/engine/match/65778.html,ODI # 1432
West Indies,Australia,West Indies,44 runs,Kingstown,Apr 11,http://stats.espncricinfo.com/ci/engine/match/64618.html,ODI # 1433
England,Pakistan,England,62 runs,Sharjah,Apr 12,http://stats.espncricinfo.com/ci/engine/match/65779.html,ODI # 1434
India,Pakistan,India,6 wickets,Sharjah,Apr 13,http://stats.espncricinfo.com/ci/engine/match/65780.html,ODI # 1435
West Indies,Australia,Australia,46 runs,St George's,Apr 14,http://stats.espncricinfo.com/ci/engine/match/64619.html,ODI # 1436
India,Pakistan,Pakistan,8 wickets,Sharjah,Apr 16,http://stats.espncricinfo.com/ci/engine/match/65781.html,ODI # 1437
West Indies,Australia,West Indies,5 wickets,Port of Spain,Apr 17,http://stats.espncricinfo.com/ci/engine/match/64620.html,ODI # 1438
West Indies,Australia,Australia,20 runs,Port of Spain,Apr 18,http://stats.espncricinfo.com/ci/engine/match/64621.html,ODI # 1439
West Indies,Australia,tied, ,Georgetown,Apr 21,http://stats.espncricinfo.com/ci/engine/match/64622.html,ODI # 1440
West Indies,Australia,Australia,4 wickets,Bridgetown,Apr 24,http://stats.espncricinfo.com/ci/engine/match/64623.html,ODI # 1441
West Indies,Australia,West Indies,8 wickets,Bridgetown,Apr 25,http://stats.espncricinfo.com/ci/engine/match/64624.html,ODI # 1442
England,Sri Lanka,England,8 wickets,Lord's,May 14,http://stats.espncricinfo.com/ci/engine/match/65193.html,ODI # 1443
India,South Africa,South Africa,4 wickets,Hove,May 15,http://stats.espncricinfo.com/ci/engine/match/65194.html,ODI # 1444
Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,May 15,http://stats.espncricinfo.com/ci/engine/match/65195.html,ODI # 1445
Australia,Scotland,Australia,6 wickets,Worcester,May 16,http://stats.espncricinfo.com/ci/engine/match/65196.html,ODI # 1446
Pakistan,West Indies,Pakistan,27 runs,Bristol,May 16,http://stats.espncricinfo.com/ci/engine/match/65197.html,ODI # 1447
Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,May 17,http://stats.espncricinfo.com/ci/engine/match/65198.html,ODI # 1448
England,Kenya,England,9 wickets,Canterbury,May 18,http://stats.espncricinfo.com/ci/engine/match/65199.html,ODI # 1449
India,Zimbabwe,Zimbabwe,3 runs,Leicester,May 19,http://stats.espncricinfo.com/ci/engine/match/65200.html,ODI # 1450
South Africa,Sri Lanka,South Africa,89 runs,Northampton,May 19,http://stats.espncricinfo.com/ci/engine/match/65201.html,ODI # 1451
Australia,New Zealand,New Zealand,5 wickets,Cardiff,May 20,http://stats.espncricinfo.com/ci/engine/match/65202.html,ODI # 1452
Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,May 20,http://stats.espncricinfo.com/ci/engine/match/65203.html,ODI # 1453
Bangladesh,West Indies,West Indies,7 wickets,Dublin,May 21,http://stats.espncricinfo.com/ci/engine/match/65204.html,ODI # 1454
England,South Africa,South Africa,122 runs,The Oval,May 22,http://stats.espncricinfo.com/ci/engine/match/65205.html,ODI # 1455
Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,May 22,http://stats.espncricinfo.com/ci/engine/match/65206.html,ODI # 1456
India,Kenya,India,94 runs,Bristol,May 23,http://stats.espncricinfo.com/ci/engine/match/65207.html,ODI # 1457
Australia,Pakistan,Pakistan,10 runs,Leeds,May 23,http://stats.espncricinfo.com/ci/engine/match/65208.html,ODI # 1458
Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,May 24,http://stats.espncricinfo.com/ci/engine/match/65209.html,ODI # 1459
New Zealand,West Indies,West Indies,7 wickets,Southampton,May 24,http://stats.espncricinfo.com/ci/engine/match/65210.html,ODI # 1460
England,Zimbabwe,England,7 wickets,Nottingham,May 25,http://stats.espncricinfo.com/ci/engine/match/65211.html,ODI # 1461
Kenya,South Africa,South Africa,7 wickets,Amstelveen,May 26,http://stats.espncricinfo.com/ci/engine/match/65212.html,ODI # 1462
India,Sri Lanka,India,157 runs,Taunton,May 26,http://stats.espncricinfo.com/ci/engine/match/65213.html,ODI # 1463
Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,May 27,http://stats.espncricinfo.com/ci/engine/match/65214.html,ODI # 1464
Scotland,West Indies,West Indies,8 wickets,Leicester,May 27,http://stats.espncricinfo.com/ci/engine/match/65215.html,ODI # 1465
New Zealand,Pakistan,Pakistan,62 runs,Derby,May 28,http://stats.espncricinfo.com/ci/engine/match/65216.html,ODI # 1466
England,India,India,63 runs,Birmingham,May 29-30,http://stats.espncricinfo.com/ci/engine/match/65217.html,ODI # 1467
South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,May 29,http://stats.espncricinfo.com/ci/engine/match/65218.html,ODI # 1468
Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,May 30,http://stats.espncricinfo.com/ci/engine/match/65219.html,ODI # 1469
Australia,West Indies,Australia,6 wickets,Manchester,May 30,http://stats.espncricinfo.com/ci/engine/match/65220.html,ODI # 1470
Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,May 31,http://stats.espncricinfo.com/ci/engine/match/65221.html,ODI # 1471
Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,May 31,http://stats.espncricinfo.com/ci/engine/match/65222.html,ODI # 1472
Australia,India,Australia,77 runs,The Oval,Jun 4,http://stats.espncricinfo.com/ci/engine/match/65223.html,ODI # 1473
Pakistan,South Africa,South Africa,3 wickets,Nottingham,Jun 5,http://stats.espncricinfo.com/ci/engine/match/65224.html,ODI # 1474
New Zealand,Zimbabwe,no result, ,Leeds,Jun 6-7,http://stats.espncricinfo.com/ci/engine/match/65225.html,ODI # 1475
India,Pakistan,India,47 runs,Manchester,Jun 8,http://stats.espncricinfo.com/ci/engine/match/65226.html,ODI # 1476
Australia,Zimbabwe,Australia,44 runs,Lord's,Jun 9,http://stats.espncricinfo.com/ci/engine/match/65227.html,ODI # 1477
New Zealand,South Africa,South Africa,74 runs,Birmingham,Jun 10,http://stats.espncricinfo.com/ci/engine/match/65228.html,ODI # 1478
Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,Jun 11,http://stats.espncricinfo.com/ci/engine/match/65229.html,ODI # 1479
India,New Zealand,New Zealand,5 wickets,Nottingham,Jun 12,http://stats.espncricinfo.com/ci/engine/match/65230.html,ODI # 1480
Australia,South Africa,Australia,5 wickets,Leeds,Jun 13,http://stats.espncricinfo.com/ci/engine/match/65231.html,ODI # 1481
New Zealand,Pakistan,Pakistan,9 wickets,Manchester,Jun 16,http://stats.espncricinfo.com/ci/engine/match/65232.html,ODI # 1482
Australia,South Africa,tied, ,Birmingham,Jun 17,http://stats.espncricinfo.com/ci/engine/match/65233.html,ODI # 1483
Australia,Pakistan,Australia,8 wickets,Lord's,Jun 20,http://stats.espncricinfo.com/ci/engine/match/65234.html,ODI # 1484
Sri Lanka,Australia,Australia,50 runs,Galle,Aug 22,http://stats.espncricinfo.com/ci/engine/match/66225.html,ODI # 1485
Australia,India,Australia,8 wickets,Galle,Aug 23,http://stats.espncricinfo.com/ci/engine/match/66226.html,ODI # 1486
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),Aug 25,http://stats.espncricinfo.com/ci/engine/match/66227.html,ODI # 1487
Sri Lanka,Australia,Australia,27 runs,Colombo (RPS),Aug 26,http://stats.espncricinfo.com/ci/engine/match/66228.html,ODI # 1488
Australia,India,Australia,41 runs,Colombo (SSC),Aug 28,http://stats.espncricinfo.com/ci/engine/match/66229.html,ODI # 1489
Sri Lanka,India,India,23 runs,Colombo (SSC),Aug 29,http://stats.espncricinfo.com/ci/engine/match/66230.html,ODI # 1490
Sri Lanka,Australia,Sri Lanka,8 wickets,Colombo (RPS),Aug 31,http://stats.espncricinfo.com/ci/engine/match/66231.html,ODI # 1491
West Indies,Zimbabwe,West Indies,6 wickets,Singapore,Sep 2,http://stats.espncricinfo.com/ci/engine/match/66232.html,ODI # 1492
India,Zimbabwe,India,115 runs,Singapore,Sep 4,http://stats.espncricinfo.com/ci/engine/match/66233.html,ODI # 1493
India,West Indies,West Indies,42 runs,Singapore,Sep 5,http://stats.espncricinfo.com/ci/engine/match/66234.html,ODI # 1494
India,West Indies,no result, ,Singapore,Sep 7,http://stats.espncricinfo.com/ci/engine/match/66235.html,ODI # 1495
India,West Indies,West Indies,4 wickets,Singapore,Sep 8,http://stats.espncricinfo.com/ci/engine/match/66236.html,ODI # 1496
India,West Indies,India,8 wickets,Toronto,Sep 11,http://stats.espncricinfo.com/ci/engine/match/66046.html,ODI # 1497
India,West Indies,West Indies,70 runs,Toronto,Sep 12,http://stats.espncricinfo.com/ci/engine/match/66047.html,ODI # 1498
India,West Indies,India,88 runs,Toronto,Sep 14,http://stats.espncricinfo.com/ci/engine/match/66048.html,ODI # 1499
Pakistan,West Indies,Pakistan,15 runs,Toronto,Sep 16,http://stats.espncricinfo.com/ci/engine/match/66049.html,ODI # 1500
Pakistan,West Indies,Pakistan,42 runs,Toronto,Sep 18,http://stats.espncricinfo.com/ci/engine/match/66050.html,ODI # 1501
Pakistan,West Indies,Pakistan,7 wickets,Toronto,Sep 19,http://stats.espncricinfo.com/ci/engine/match/66051.html,ODI # 1502
Kenya,Zimbabwe,Zimbabwe,3 wickets,Nairobi (Gym),Sep 25,http://stats.espncricinfo.com/ci/engine/match/66241.html,ODI # 1503
India,South Africa,India,8 wickets,Nairobi (Gym),Sep 26,http://stats.espncricinfo.com/ci/engine/match/66242.html,ODI # 1504
South Africa,Zimbabwe,South Africa,9 wickets,Nairobi (Gym),Sep 28,http://stats.espncricinfo.com/ci/engine/match/66243.html,ODI # 1505
Kenya,India,India,58 runs,Nairobi (Gym),Sep 29,http://stats.espncricinfo.com/ci/engine/match/66244.html,ODI # 1506
Kenya,South Africa,South Africa,24 runs,Nairobi (Gym),Sep 30,http://stats.espncricinfo.com/ci/engine/match/66245.html,ODI # 1507
India,Zimbabwe,India,107 runs,Nairobi (Gym),Oct 1,http://stats.espncricinfo.com/ci/engine/match/66246.html,ODI # 1508
India,South Africa,South Africa,26 runs,Nairobi (Gym),Oct 3,http://stats.espncricinfo.com/ci/engine/match/66247.html,ODI # 1509
Bangladesh,West Indies,West Indies,73 runs,Dhaka,Oct 8,http://stats.espncricinfo.com/ci/engine/match/64625.html,ODI # 1510
Bangladesh,West Indies,West Indies,109 runs,Dhaka,Oct 9,http://stats.espncricinfo.com/ci/engine/match/64626.html,ODI # 1511
Sri Lanka,West Indies,West Indies,3 wickets,Sharjah,Oct 13,http://stats.espncricinfo.com/ci/engine/match/65887.html,ODI # 1512
Pakistan,West Indies,Pakistan,130 runs,Sharjah,Oct 14,http://stats.espncricinfo.com/ci/engine/match/65888.html,ODI # 1513
Pakistan,Sri Lanka,tied, ,Sharjah,Oct 15,http://stats.espncricinfo.com/ci/engine/match/65889.html,ODI # 1514
Sri Lanka,West Indies,Sri Lanka,9 wickets,Sharjah,Oct 17,http://stats.espncricinfo.com/ci/engine/match/65890.html,ODI # 1515
Pakistan,Sri Lanka,Pakistan,118 runs,Sharjah,Oct 18,http://stats.espncricinfo.com/ci/engine/match/65891.html,ODI # 1516
Pakistan,West Indies,Pakistan,138 runs,Sharjah,Oct 19,http://stats.espncricinfo.com/ci/engine/match/65892.html,ODI # 1517
Zimbabwe,Australia,Australia,83 runs,Bulawayo,Oct 21,http://stats.espncricinfo.com/ci/engine/match/64627.html,ODI # 1518
Pakistan,Sri Lanka,Pakistan,88 runs,Sharjah,Oct 22,http://stats.espncricinfo.com/ci/engine/match/65893.html,ODI # 1519
Zimbabwe,Australia,Australia,9 wickets,Harare,Oct 23,http://stats.espncricinfo.com/ci/engine/match/64628.html,ODI # 1520
Zimbabwe,Australia,Australia,9 wickets,Harare,Oct 24,http://stats.espncricinfo.com/ci/engine/match/64629.html,ODI # 1521
India,New Zealand,New Zealand,43 runs,Rajkot,Nov 5,http://stats.espncricinfo.com/ci/engine/match/64630.html,ODI # 1522
India,New Zealand,India,174 runs,Hyderabad (Deccan),Nov 8,http://stats.espncricinfo.com/ci/engine/match/64631.html,ODI # 1523
India,New Zealand,India,14 runs,Gwalior,Nov 11,http://stats.espncricinfo.com/ci/engine/match/64632.html,ODI # 1524
India,New Zealand,New Zealand,48 runs,Guwahati,Nov 14,http://stats.espncricinfo.com/ci/engine/match/64633.html,ODI # 1525
India,New Zealand,India,7 wickets,Delhi,Nov 17,http://stats.espncricinfo.com/ci/engine/match/64634.html,ODI # 1526
Zimbabwe,Sri Lanka,no result, ,Bulawayo,Dec 11,http://stats.espncricinfo.com/ci/engine/match/64635.html,ODI # 1527
Zimbabwe,Sri Lanka,Sri Lanka,13 runs,Bulawayo,Dec 12,http://stats.espncricinfo.com/ci/engine/match/64636.html,ODI # 1528
Zimbabwe,Sri Lanka,Sri Lanka,98 runs,Harare,Dec 15,http://stats.espncricinfo.com/ci/engine/match/64637.html,ODI # 1529
Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,Dec 18,http://stats.espncricinfo.com/ci/engine/match/64638.html,ODI # 1530
Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Harare,Dec 19,http://stats.espncricinfo.com/ci/engine/match/64639.html,ODI # 1531
